partner_id,partner_name,email,phone,partner_type,role,region,city,city_tier,manager_id,training_path,signup_date,activation_date,cohort_month,months_active,onboarding_days,onboarding_status,modules_assigned,modules_completed,training_completion_pct,training_status,learning_hours,videos_completed,pdfs_opened,live_sessions_attended,mentor_sessions,portal_logins_30d,days_since_last_login,reminders_sent,quiz_attempts,quiz_avg_score,assessment_score,compliance_score,certification_status,certification_date,badges_earned,customer_ready,readiness_status,deployment_status,field_visits,leads_assigned,leads_converted,conversion_rate,sales_value,tickets_handled,avg_resolution_hours,qa_audit_score,productivity_score,customer_csat,complaints_count,repeat_issue_rate,partner_nps,performance_score,leaderboard_score,global_rank,regional_rank,at_risk_flag,at_risk_reason,next_best_action
PRT04869,Partner 4869,partner4869@demoapp.ai,+91-9629979496,Agent,Sales,East,Guwahati,Tier 2,MGR033,Sales Excellence,2025-02-07,2025-02-17,2025-02,13,10,Fast,8,3,39.9,At Risk,9.8,5,7,1,2,8,19,3,10,61.8,88.1,68.9,Not Certified,,0,0,Not Ready,In Training,61,50,26,52.0,601253.0,48,17.8,87.6,65.5,3.85,8,8.5,22,94.3,96.4,35,11,1,Low training progress,Assign mentor + mandatory reminders
PRT04870,Partner 4870,partner4870@demoapp.ai,+91-9329363179,Field Staff,Operations,South,Chennai,Tier 1,MGR058,Ops Compliance Track,2024-11-23,2024-12-12,2024-11,15,19,Standard,8,3,39.7,At Risk,12.8,8,8,2,2,10,17,1,11,66.3,52.4,78.9,Not Certified,,2,0,Not Ready,In Training,2,23,8,34.8,48980.0,88,24.9,78.3,63.9,3.35,7,18.8,10,90.6,89.3,106,95,1,Low training progress,Assign mentor + mandatory reminders
PRT04871,Partner 4871,partner4871@demoapp.ai,+91-9530866103,Agent,Sales,East,Guwahati,Tier 2,MGR079,Sales Excellence,2024-08-19,2024-09-16,2024-08,19,28,Standard,12,5,42.5,At Risk,21.3,6,9,4,3,11,6,3,8,56.9,63.8,71.4,Not Certified,,0,0,Not Ready,In Training,7,169,62,36.7,714630.0,37,18.7,82.5,48.2,3.68,6,14.7,-1,80.9,87.7,122,63,1,Low training progress,Assign mentor + mandatory reminders
PRT04872,Partner 4872,partner4872@demoapp.ai,+91-9821167313,Agent,Relationship Manager,Central,Raipur,Tier 2,MGR079,Partner Relationship Mastery,2024-08-02,2024-08-25,2024-08,19,23,Standard,13,6,43.9,At Risk,24.4,10,5,2,1,19,7,2,20,71.1,69.7,76.8,Not Certified,,2,0,Not Ready,In Training,32,74,29,39.2,526317.0,8,16.7,76.9,64.7,3.87,6,23.3,30,87.9,93.6,63,12,1,Low training progress,Assign mentor + mandatory reminders
PRT04873,Partner 4873,partner4873@demoapp.ai,+91-9692939953,Reseller,Technician,Central,Bhopal,Tier 2,MGR015,Field Technician Bootcamp,2025-05-01,2025-05-25,2025-05,10,24,Standard,9,5,56.8,At Risk,21.4,3,11,1,2,20,1,1,10,57.5,65.3,63.7,Not Certified,,0,0,Not Ready,In Training,8,5,2,40.0,11884.0,167,26.9,83.9,69.1,3.54,4,18.4,10,94.1,95.7,42,7,0,Low performance,Complete final certification
PRT04874,Partner 4874,partner4874@demoapp.ai,+91-9322666618,Field Staff,Sales,East,Bhubaneswar,Tier 2,MGR035,Sales Excellence,2024-09-04,2024-09-28,2024-09,18,24,Standard,13,1,5.0,At Risk,19.6,9,12,0,3,7,14,4,14,45.4,43.5,44.7,Not Certified,,2,0,Not Ready,In Training,64,149,61,40.9,917781.0,27,29.6,72.0,52.5,2.73,5,23.0,-11,72.1,67.7,322,250,1,Low training progress,Assign mentor + mandatory reminders
PRT04875,Partner 4875,partner4875@demoapp.ai,+91-9384726324,Field Staff,Sales,South,Chennai,Tier 1,MGR035,Sales Excellence,2025-10-18,2025-11-05,2025-10,4,18,Standard,8,4,49.2,At Risk,9.7,8,5,6,0,13,11,4,10,65.5,76.3,52.1,Not Certified,,1,0,Not Ready,In Training,45,83,32,38.6,564865.0,34,22.7,75.5,58.8,3.89,8,7.1,24,97.4,99.8,3,2,0,Low performance,Complete final certification
PRT04876,Partner 4876,partner4876@demoapp.ai,+91-9520576507,Field Staff,Support,West,Pune,Tier 1,MGR008,Support Academy,2024-04-10,2024-04-22,2024-04,23,12,Fast,10,1,11.9,At Risk,16.3,8,11,0,2,2,22,5,12,57.1,49.3,59.4,Not Certified,,1,0,Not Ready,In Training,5,24,9,37.5,38314.0,212,28.4,73.8,47.3,3.25,7,18.0,-20,82.0,79.4,205,192,1,Low training progress,Assign mentor + mandatory reminders
PRT04877,Partner 4877,partner4877@demoapp.ai,+91-9775056634,Agent,Relationship Manager,Central,Bhopal,Tier 2,MGR004,Partner Relationship Mastery,2024-06-12,2024-07-03,2024-06,21,21,Standard,12,5,42.5,At Risk,18.3,4,17,4,2,11,15,1,15,77.2,80.3,60.8,Not Certified,,1,0,Not Ready,In Training,56,96,41,42.7,720698.0,35,24.8,100.0,60.1,3.67,5,19.8,29,88.6,91.8,81,18,1,Low training progress,Assign mentor + mandatory reminders
PRT04878,Partner 4878,partner4878@demoapp.ai,+91-9369696650,Reseller,Operations,East,Kolkata,Tier 1,MGR029,Ops Compliance Track,2024-02-05,2024-02-20,2024-02,25,15,Standard,8,4,51.0,At Risk,16.4,6,10,2,2,15,3,3,9,59.9,78.9,66.7,Not Certified,,0,0,Not Ready,In Training,8,32,13,40.6,11178.0,146,14.3,77.2,76.4,3.28,6,14.4,14,86.3,87.9,120,61,0,Low performance,Complete final certification
PRT04879,Partner 4879,partner4879@demoapp.ai,+91-9957740829,Agent,Sales,North,Chandigarh,Tier 2,MGR069,Sales Excellence,2025-10-18,2025-11-01,2025-10,4,14,Fast,13,4,31.4,At Risk,32.3,8,18,6,1,14,11,3,17,59.8,59.6,61.2,Not Certified,,0,0,Not Ready,In Training,59,173,73,42.2,1315537.0,39,23.8,72.3,52.8,2.69,5,17.0,19,74.7,72.7,272,249,1,Low training progress,Assign mentor + mandatory reminders
PRT04880,Partner 4880,partner4880@demoapp.ai,+91-9334882763,Agent,Support,West,Surat,Tier 2,MGR031,Support Academy,2024-11-10,2024-12-10,2024-11,16,30,Delayed,12,1,5.0,At Risk,29.3,11,7,3,3,2,14,5,10,55.2,50.5,56.6,Not Certified,,1,0,Not Ready,In Training,2,14,5,35.7,25122.0,73,26.7,50.5,48.0,3.04,5,20.8,-20,73.2,71.4,285,268,1,Low training progress,Assign mentor + mandatory reminders
PRT04881,Partner 4881,partner4881@demoapp.ai,+91-9453548585,Franchise,Sales,North,Lucknow,Tier 2,MGR031,Sales Excellence,2024-01-27,2024-02-11,2024-01,25,15,Standard,13,5,35.8,At Risk,29.8,9,13,4,3,7,14,3,16,62.2,70.9,56.8,Not Certified,,0,0,Not Ready,In Training,32,64,18,28.1,375240.0,26,19.0,79.6,42.6,3.6,5,21.9,0,88.4,90.0,99,80,1,Low training progress,Assign mentor + mandatory reminders
PRT04882,Partner 4882,partner4882@demoapp.ai,+91-9765539228,Field Staff,Sales,West,Mumbai,Tier 1,MGR080,Sales Excellence,2024-02-02,2024-03-05,2024-02,25,32,Delayed,12,4,34.5,At Risk,18.5,5,12,2,1,7,14,3,13,60.6,43.7,65.4,Not Certified,,0,0,Not Ready,In Training,41,21,8,38.1,149657.0,48,19.0,69.5,53.8,3.25,6,23.0,-15,76.6,79.8,201,188,1,Low training progress,Assign mentor + mandatory reminders
PRT04883,Partner 4883,partner4883@demoapp.ai,+91-9167978349,Field Staff,Technician,North,Jaipur,Tier 2,MGR031,Field Technician Bootcamp,2025-11-28,2025-12-18,2025-11,3,20,Standard,14,4,30.3,At Risk,24.2,9,12,2,2,14,13,1,10,67.8,60.1,48.4,Not Certified,,2,0,Not Ready,In Training,38,0,0,0.0,0.0,194,24.9,73.9,58.7,3.4,10,20.6,-10,82.2,83.8,161,142,1,Low training progress,Assign mentor + mandatory reminders
PRT04884,Partner 4884,partner4884@demoapp.ai,+91-9890474004,Agent,Support,North,Delhi,Tier 1,MGR055,Support Academy,2025-10-31,2025-11-17,2025-10,4,17,Standard,13,4,30.9,At Risk,25.9,7,11,4,1,9,13,2,19,44.0,58.0,72.9,Not Certified,,0,0,Not Ready,In Training,10,36,14,38.9,72897.0,101,27.2,74.3,40.6,3.44,7,17.7,23,79.7,82.9,170,151,1,Low training progress,Assign mentor + mandatory reminders
PRT04885,Partner 4885,partner4885@demoapp.ai,+91-9310109881,Service Partner,Sales,West,Ahmedabad,Tier 1,MGR079,Sales Excellence,2024-07-29,2024-08-01,2024-07,19,3,Fast,13,4,30.8,At Risk,18.9,4,2,5,2,10,11,4,14,58.7,61.8,40.0,Not Certified,,1,0,Not Ready,In Training,13,61,30,49.2,519497.0,16,30.2,79.4,64.7,3.27,8,18.4,2,90.3,87.0,129,116,1,Low training progress,Assign mentor + mandatory reminders
PRT04886,Partner 4886,partner4886@demoapp.ai,+91-9489605607,Service Partner,Operations,West,Ahmedabad,Tier 1,MGR010,Ops Compliance Track,2025-05-08,2025-06-12,2025-05,10,35,Delayed,9,1,13.8,At Risk,13.5,6,12,1,1,9,20,3,13,54.1,64.7,43.9,Not Certified,,0,0,Not Ready,In Training,14,9,4,44.4,16573.0,167,23.2,68.7,65.7,3.03,5,23.0,-2,79.6,76.1,238,225,1,Low training progress,Assign mentor + mandatory reminders
PRT04887,Partner 4887,partner4887@demoapp.ai,+91-9198738326,Franchise,Relationship Manager,East,Guwahati,Tier 2,MGR041,Partner Relationship Mastery,2024-07-10,2024-07-28,2024-07,20,18,Standard,14,4,25.9,At Risk,27.6,10,7,3,1,10,10,2,19,58.4,64.4,65.7,Not Certified,,2,0,Not Ready,In Training,44,31,16,51.6,184836.0,51,19.5,67.6,59.4,3.05,6,20.3,-20,78.1,77.3,226,165,1,Low training progress,Assign mentor + mandatory reminders
PRT04888,Partner 4888,partner4888@demoapp.ai,+91-9591546422,Reseller,Relationship Manager,West,Ahmedabad,Tier 1,MGR027,Partner Relationship Mastery,2025-10-03,2025-10-06,2025-10,5,3,Fast,9,4,39.5,At Risk,10.7,7,10,1,1,12,8,0,9,57.3,65.1,69.7,Not Certified,,0,0,Not Ready,In Training,45,135,72,53.3,724394.0,2,18.9,79.1,58.6,3.43,7,13.5,-2,89.5,89.4,105,92,1,Low training progress,Assign mentor + mandatory reminders
PRT04889,Partner 4889,partner4889@demoapp.ai,+91-9946087973,Agent,Sales,West,Surat,Tier 2,MGR010,Sales Excellence,2025-06-27,2025-07-23,2025-06,8,26,Standard,8,2,28.5,At Risk,18.3,7,7,3,2,5,8,3,12,67.7,53.1,66.1,Not Certified,,2,0,Not Ready,In Training,49,117,59,50.4,1294627.0,34,23.4,72.9,53.4,3.22,6,20.2,10,89.4,85.6,143,130,1,Low training progress,Assign mentor + mandatory reminders
PRT04890,Partner 4890,partner4890@demoapp.ai,+91-9713089264,Service Partner,Operations,South,Kochi,Tier 2,MGR004,Ops Compliance Track,2024-12-03,2024-12-21,2024-12,15,18,Standard,16,1,8.7,At Risk,25.9,10,14,1,0,7,14,4,18,54.0,56.7,40.0,Not Certified,,1,0,Not Ready,In Training,4,3,1,33.3,2954.0,140,27.4,67.1,42.6,3.0,6,24.7,1,79.2,74.9,250,239,1,Low training progress,Assign mentor + mandatory reminders
PRT04891,Partner 4891,partner4891@demoapp.ai,+91-9429856953,Agent,Technician,Central,Nagpur,Tier 2,MGR052,Field Technician Bootcamp,2025-12-06,2025-12-17,2025-12,3,11,Fast,9,3,38.8,At Risk,18.4,4,8,2,1,12,5,3,9,35.0,53.5,40.0,Not Certified,,1,0,Not Ready,In Training,53,27,11,40.7,17784.0,95,21.7,71.3,55.5,3.09,7,17.2,5,72.9,76.8,231,154,1,Low training progress,Assign mentor + mandatory reminders
PRT04892,Partner 4892,partner4892@demoapp.ai,+91-9593018536,Agent,Technician,South,Chennai,Tier 1,MGR053,Field Technician Bootcamp,2024-06-19,2024-07-14,2024-06,21,25,Standard,9,2,26.4,At Risk,17.0,5,9,2,1,11,10,3,9,64.4,55.6,72.9,Not Certified,,2,0,Not Ready,In Training,51,16,5,31.2,21709.0,118,26.0,68.5,60.3,3.5,6,20.8,-1,89.2,88.0,119,108,1,Low training progress,Assign mentor + mandatory reminders
PRT04893,Partner 4893,partner4893@demoapp.ai,+91-9807581684,Agent,Sales,North,Chandigarh,Tier 2,MGR045,Sales Excellence,2026-01-27,2026-01-30,2026-01,1,3,Fast,10,5,53.3,At Risk,23.6,7,11,0,0,18,5,3,10,68.8,69.9,68.8,Not Certified,,2,0,Not Ready,In Training,38,132,45,34.1,303208.0,16,16.8,83.1,60.7,3.7,7,7.6,12,92.3,95.8,41,25,0,Low performance,Complete final certification
PRT04894,Partner 4894,partner4894@demoapp.ai,+91-9462103757,Agent,Operations,West,Pune,Tier 1,MGR054,Ops Compliance Track,2024-08-08,2024-08-20,2024-08,19,12,Fast,16,6,40.1,At Risk,13.5,15,18,1,3,7,10,1,21,72.6,63.9,70.1,Not Certified,,1,0,Not Ready,In Training,2,23,11,47.8,50988.0,159,22.6,78.5,51.2,3.46,7,15.3,11,82.1,85.8,141,128,1,Low training progress,Assign mentor + mandatory reminders
PRT04895,Partner 4895,partner4895@demoapp.ai,+91-9864938546,Reseller,Technician,South,Chennai,Tier 1,MGR058,Field Technician Bootcamp,2025-11-06,2025-11-22,2025-11,4,16,Standard,15,5,31.5,At Risk,35.5,11,13,1,2,9,9,4,15,73.1,54.8,52.2,Not Certified,,1,0,Not Ready,In Training,20,36,12,33.3,15691.0,125,33.9,72.4,56.1,3.21,8,14.9,-1,81.8,81.8,181,170,1,Low training progress,Assign mentor + mandatory reminders
PRT04896,Partner 4896,partner4896@demoapp.ai,+91-9350256247,Field Staff,Relationship Manager,Central,Bhopal,Tier 2,MGR005,Partner Relationship Mastery,2025-10-11,2025-11-05,2025-10,5,25,Standard,14,6,42.0,At Risk,33.0,9,8,1,1,13,1,4,18,66.2,57.0,64.3,Not Certified,,1,0,Not Ready,In Training,39,87,42,48.3,703330.0,14,25.7,66.6,59.5,3.18,8,21.8,11,78.7,81.4,185,108,1,Low training progress,Assign mentor + mandatory reminders
PRT04897,Partner 4897,partner4897@demoapp.ai,+91-9462782262,Agent,Technician,North,Chandigarh,Tier 2,MGR003,Field Technician Bootcamp,2025-03-03,2025-04-08,2025-03,12,36,Delayed,9,3,28.6,At Risk,17.3,6,5,3,4,6,13,4,10,53.0,73.2,43.9,Not Certified,,0,0,Not Ready,In Training,39,20,8,40.0,34588.0,207,18.0,70.6,42.5,3.53,6,17.5,9,79.5,83.3,166,147,1,Low training progress,Assign mentor + mandatory reminders
PRT04898,Partner 4898,partner4898@demoapp.ai,+91-9478668302,Field Staff,Relationship Manager,North,Jaipur,Tier 2,MGR027,Partner Relationship Mastery,2024-04-02,2024-04-18,2024-04,23,16,Standard,13,5,39.8,At Risk,26.4,9,15,2,1,16,1,5,19,72.8,52.8,61.0,Not Certified,,2,0,Not Ready,In Training,45,65,17,26.2,224612.0,31,37.0,73.7,61.2,2.96,7,23.3,18,79.4,79.2,207,188,1,Low training progress,Assign mentor + mandatory reminders
PRT04899,Partner 4899,partner4899@demoapp.ai,+91-9932121076,Service Partner,Relationship Manager,North,Chandigarh,Tier 2,MGR046,Partner Relationship Mastery,2025-07-24,2025-08-15,2025-07,7,22,Standard,15,5,33.4,At Risk,31.0,15,12,3,3,17,16,3,17,75.3,68.6,70.3,Not Certified,,1,0,Not Ready,In Training,37,41,15,36.6,357933.0,33,27.0,94.5,48.1,3.79,6,13.0,10,95.8,95.6,43,27,1,Low training progress,Assign mentor + mandatory reminders
PRT04900,Partner 4900,partner4900@demoapp.ai,+91-9737311849,Reseller,Operations,East,Bhubaneswar,Tier 2,MGR073,Ops Compliance Track,2025-06-14,2025-07-24,2025-06,9,40,Delayed,11,5,44.0,At Risk,15.3,8,7,2,0,15,15,1,13,69.4,62.6,44.0,Not Certified,,2,0,Not Ready,In Training,6,12,4,33.3,13383.0,52,26.1,74.3,49.3,3.17,6,18.5,30,70.5,77.1,228,167,1,Low training progress,Assign mentor + mandatory reminders
PRT04901,Partner 4901,partner4901@demoapp.ai,+91-9909234424,Field Staff,Sales,West,Ahmedabad,Tier 1,MGR079,Sales Excellence,2025-10-19,2025-11-06,2025-10,4,18,Standard,10,7,67.2,In Progress,18.2,7,7,1,4,17,12,5,12,75.7,66.7,95.3,In Progress,,1,0,Almost Ready,In Training,52,153,77,50.3,1440771.0,38,20.1,66.9,68.9,3.48,9,19.4,32,94.9,97.1,28,19,0,Low performance,Complete final certification
PRT04902,Partner 4902,partner4902@demoapp.ai,+91-9224876367,Agent,Sales,South,Chennai,Tier 1,MGR067,Sales Excellence,2024-06-20,2024-07-12,2024-06,21,22,Standard,15,6,43.2,At Risk,33.0,11,13,3,1,2,14,4,19,74.6,63.1,51.4,Not Certified,,2,0,Not Ready,In Training,45,143,56,39.2,637669.0,0,26.5,85.7,52.3,3.84,6,12.2,29,95.0,97.1,28,21,1,Low training progress,Assign mentor + mandatory reminders
PRT04903,Partner 4903,partner4903@demoapp.ai,+91-9946656832,Franchise,Relationship Manager,North,Delhi,Tier 1,MGR024,Partner Relationship Mastery,2024-06-30,2024-07-08,2024-06,20,8,Fast,9,2,24.7,At Risk,9.0,5,5,1,3,8,13,2,11,50.7,52.8,52.4,Not Certified,,0,0,Not Ready,In Training,63,161,59,36.6,968099.0,16,29.5,79.4,37.5,3.71,8,24.6,12,86.1,88.2,117,98,1,Low training progress,Assign mentor + mandatory reminders
PRT04904,Partner 4904,partner4904@demoapp.ai,+91-9193483396,Service Partner,Technician,South,Bengaluru,Tier 1,MGR046,Field Technician Bootcamp,2024-09-25,2024-10-29,2024-09,17,34,Delayed,16,6,40.1,At Risk,32.2,7,14,3,1,14,2,2,15,65.7,54.9,60.6,Not Certified,,1,0,Not Ready,In Training,29,37,13,35.1,69727.0,151,21.5,79.7,42.0,3.58,5,17.9,6,86.0,89.1,108,97,1,Low training progress,Assign mentor + mandatory reminders
PRT04905,Partner 4905,partner4905@demoapp.ai,+91-9729178251,Reseller,Technician,South,Kochi,Tier 2,MGR010,Field Technician Bootcamp,2024-10-07,2024-10-19,2024-10,17,12,Fast,12,4,32.9,At Risk,22.1,5,15,0,2,9,22,5,20,57.8,68.6,83.0,Not Certified,,1,0,Not Ready,In Training,28,20,8,40.0,19253.0,151,27.1,73.8,54.9,3.93,5,13.9,13,94.0,95.9,40,30,1,Low training progress,Assign mentor + mandatory reminders
PRT04906,Partner 4906,partner4906@demoapp.ai,+91-9615316106,Field Staff,Relationship Manager,West,Surat,Tier 2,MGR039,Partner Relationship Mastery,2024-01-03,2024-01-23,2024-01,26,20,Standard,14,3,19.9,At Risk,29.2,8,12,0,1,5,21,4,19,61.5,53.5,54.6,Not Certified,,2,0,Not Ready,In Training,47,157,63,40.1,2102598.0,56,30.3,66.5,35.1,3.06,5,18.3,-12,76.0,75.4,245,231,1,Low training progress,Assign mentor + mandatory reminders
PRT04907,Partner 4907,partner4907@demoapp.ai,+91-9157903464,Service Partner,Technician,West,Ahmedabad,Tier 1,MGR008,Field Technician Bootcamp,2024-04-26,2024-05-16,2024-04,22,20,Standard,11,3,27.8,At Risk,13.5,10,5,2,2,13,4,1,16,57.8,49.1,65.8,Not Certified,,2,0,Not Ready,In Training,27,3,1,33.3,5134.0,93,27.2,63.6,52.6,3.32,6,21.9,-6,78.4,80.5,194,181,1,Low training progress,Assign mentor + mandatory reminders
PRT04908,Partner 4908,partner4908@demoapp.ai,+91-9228457399,Franchise,Relationship Manager,North,Delhi,Tier 1,MGR080,Partner Relationship Mastery,2024-12-30,2025-01-18,2024-12,14,19,Standard,14,7,50.9,At Risk,20.5,13,16,4,2,24,0,1,21,67.8,64.2,56.2,Not Certified,,1,0,Not Ready,In Training,36,155,48,31.0,837819.0,30,20.4,70.6,63.2,3.34,6,17.1,11,88.5,89.7,102,83,0,Low performance,Complete final certification
PRT04909,Partner 4909,partner4909@demoapp.ai,+91-9514179379,Reseller,Support,South,Hyderabad,Tier 1,MGR037,Support Academy,2026-01-04,2026-01-19,2026-01,2,15,Standard,16,7,43.6,At Risk,18.7,8,19,2,1,10,5,2,18,71.4,49.8,59.8,Not Certified,,0,0,Not Ready,In Training,4,15,4,26.7,20697.0,161,31.7,68.7,54.1,3.51,7,18.8,4,88.4,90.3,96,85,1,Low training progress,Assign mentor + mandatory reminders
PRT04910,Partner 4910,partner4910@demoapp.ai,+91-9545241272,Franchise,Operations,West,Pune,Tier 1,MGR058,Ops Compliance Track,2024-04-07,2024-04-27,2024-04,23,20,Standard,12,7,59.6,At Risk,14.0,8,14,5,1,23,0,3,17,85.5,77.9,71.3,Not Certified,,2,0,Not Ready,In Training,11,12,5,41.7,17084.0,53,17.5,78.8,58.6,3.83,6,19.5,19,92.9,98.3,16,9,0,Low performance,Complete final certification
PRT04911,Partner 4911,partner4911@demoapp.ai,+91-9523095702,Franchise,Sales,South,Chennai,Tier 1,MGR009,Sales Excellence,2024-07-02,2024-08-03,2024-07,20,32,Delayed,9,3,35.3,At Risk,19.6,7,8,6,2,10,11,4,14,68.6,62.4,43.6,Not Certified,,1,0,Not Ready,In Training,40,95,30,31.6,479301.0,32,24.1,73.6,51.2,3.43,6,21.2,14,86.5,87.2,127,116,1,Low training progress,Assign mentor + mandatory reminders
PRT04912,Partner 4912,partner4912@demoapp.ai,+91-9309924401,Field Staff,Technician,South,Kochi,Tier 2,MGR077,Field Technician Bootcamp,2025-10-15,2025-11-20,2025-10,5,36,Delayed,8,2,27.3,At Risk,12.3,5,12,2,1,7,19,3,12,66.8,44.8,47.4,Not Certified,,2,0,Not Ready,In Training,34,29,13,44.8,28969.0,46,23.9,67.8,43.3,3.56,7,24.2,-6,88.7,88.5,114,103,1,Low training progress,Assign mentor + mandatory reminders
PRT04913,Partner 4913,partner4913@demoapp.ai,+91-9366607239,Agent,Operations,East,Guwahati,Tier 2,MGR042,Ops Compliance Track,2024-01-30,2024-02-16,2024-01,25,17,Standard,16,5,32.6,At Risk,24.0,15,17,3,3,9,18,2,23,71.1,52.8,55.9,Not Certified,,1,0,Not Ready,In Training,2,13,5,38.5,25182.0,65,21.9,66.6,61.5,2.6,5,19.0,-12,73.0,71.0,289,226,1,Low training progress,Assign mentor + mandatory reminders
PRT04914,Partner 4914,partner4914@demoapp.ai,+91-9109963715,Service Partner,Sales,South,Hyderabad,Tier 1,MGR006,Sales Excellence,2024-03-15,2024-03-29,2024-03,24,14,Fast,16,8,49.2,At Risk,36.7,13,26,3,2,22,0,3,18,65.9,63.2,72.1,Not Certified,,1,0,Not Ready,In Training,62,79,24,30.4,293833.0,58,30.3,64.0,62.0,3.33,6,14.6,-10,87.9,89.0,109,98,0,Low performance,Complete final certification
PRT04915,Partner 4915,partner4915@demoapp.ai,+91-9604849594,Agent,Support,North,Jaipur,Tier 2,MGR030,Support Academy,2025-11-07,2025-11-19,2025-11,4,12,Fast,13,3,23.5,At Risk,21.4,10,16,1,0,7,14,3,20,59.7,47.1,57.8,Not Certified,,1,0,Not Ready,In Training,16,9,4,44.4,16855.0,170,33.9,58.9,51.7,2.91,7,25.2,8,77.8,75.4,245,225,1,Low training progress,Assign mentor + mandatory reminders
PRT04916,Partner 4916,partner4916@demoapp.ai,+91-9122256987,Reseller,Support,South,Hyderabad,Tier 1,MGR017,Support Academy,2024-07-09,2024-08-17,2024-07,20,39,Delayed,8,4,44.9,At Risk,17.9,6,10,2,2,11,0,3,7,65.9,85.4,72.6,Not Certified,,1,0,Not Ready,In Training,19,1,0,0.0,0.0,200,23.1,83.0,55.5,3.54,7,10.0,9,85.5,89.2,107,96,1,Low training progress,Assign mentor + mandatory reminders
PRT04917,Partner 4917,partner4917@demoapp.ai,+91-9969046794,Reseller,Technician,West,Surat,Tier 2,MGR006,Field Technician Bootcamp,2024-08-22,2024-09-10,2024-08,19,19,Standard,15,6,39.4,At Risk,19.9,6,11,0,2,23,7,3,16,64.6,68.0,54.9,Not Certified,,2,0,Not Ready,In Training,42,8,4,50.0,19037.0,64,23.8,76.6,60.8,3.3,5,19.2,0,89.8,88.3,116,103,1,Low training progress,Assign mentor + mandatory reminders
PRT04918,Partner 4918,partner4918@demoapp.ai,+91-9583230969,Field Staff,Support,South,Hyderabad,Tier 1,MGR003,Support Academy,2024-01-12,2024-02-08,2024-01,26,27,Standard,12,1,5.1,At Risk,19.7,11,8,1,0,5,14,4,7,46.9,35.3,64.6,Not Certified,,2,0,Not Ready,In Training,14,22,7,31.8,59850.0,65,26.2,50.3,41.6,2.33,8,29.4,-20,63.2,58.8,380,310,1,Low training progress,Assign mentor + mandatory reminders
PRT04919,Partner 4919,partner4919@demoapp.ai,+91-9439933093,Service Partner,Sales,West,Ahmedabad,Tier 1,MGR057,Sales Excellence,2024-11-04,2024-11-28,2024-11,16,24,Standard,10,5,51.8,At Risk,13.9,8,9,6,2,20,3,1,11,68.3,77.9,74.9,Not Certified,,2,0,Not Ready,In Training,49,118,50,42.4,945364.0,26,21.2,78.5,69.9,3.59,8,13.7,29,94.9,95.9,40,31,0,Low performance,Complete final certification
PRT04920,Partner 4920,partner4920@demoapp.ai,+91-9163864152,Agent,Operations,East,Kolkata,Tier 1,MGR070,Ops Compliance Track,2026-01-24,2026-03-01,2026-01,1,36,Delayed,11,3,29.8,At Risk,22.5,9,9,0,1,10,23,3,12,58.0,54.2,56.8,Not Certified,,0,0,Not Ready,In Training,15,22,11,50.0,67476.0,191,28.0,72.7,56.3,3.0,7,27.3,-17,72.3,74.2,257,196,1,Low training progress,Assign mentor + mandatory reminders
PRT04921,Partner 4921,partner4921@demoapp.ai,+91-9427064184,Agent,Sales,East,Guwahati,Tier 2,MGR053,Sales Excellence,2026-01-18,2026-02-03,2026-01,1,16,Standard,16,7,43.1,At Risk,27.3,9,12,1,2,13,3,4,17,59.5,64.5,60.1,Not Certified,,1,0,Not Ready,In Training,20,168,70,41.7,1305021.0,28,22.9,79.9,54.2,3.53,5,18.0,8,82.4,87.1,128,69,1,Low training progress,Assign mentor + mandatory reminders
PRT04922,Partner 4922,partner4922@demoapp.ai,+91-9482083307,Franchise,Technician,West,Surat,Tier 2,MGR056,Field Technician Bootcamp,2025-05-02,2025-05-11,2025-05,10,9,Fast,14,2,11.8,At Risk,29.8,8,12,3,1,7,15,7,16,35.0,48.0,49.1,Not Certified,,2,0,Not Ready,In Training,57,0,0,0.0,0.0,217,31.3,69.6,39.7,2.89,5,17.5,-1,69.5,68.9,310,287,1,Low training progress,Assign mentor + mandatory reminders
PRT04923,Partner 4923,partner4923@demoapp.ai,+91-9422647119,Agent,Technician,South,Chennai,Tier 1,MGR003,Field Technician Bootcamp,2025-05-28,2025-06-30,2025-05,9,33,Delayed,13,3,26.5,At Risk,24.3,10,11,0,0,9,15,2,12,59.4,59.3,50.0,Not Certified,,1,0,Not Ready,In Training,39,14,6,42.9,14744.0,153,32.8,78.1,57.0,3.46,6,17.8,-13,88.5,87.2,127,116,1,Low training progress,Assign mentor + mandatory reminders
PRT04924,Partner 4924,partner4924@demoapp.ai,+91-9623717524,Service Partner,Sales,South,Chennai,Tier 1,MGR015,Sales Excellence,2025-05-04,2025-05-29,2025-05,10,25,Standard,14,5,34.5,At Risk,12.9,13,10,3,1,13,14,4,19,76.5,72.2,56.8,Not Certified,,1,0,Not Ready,In Training,50,32,13,40.6,240029.0,41,19.7,81.8,53.0,3.24,5,18.1,-4,92.3,88.3,116,105,1,Low training progress,Assign mentor + mandatory reminders
